customer_id,subscription_type,monthly_revenue,tenure_months,churn_probability,primary_driver,churn_archetype,archetype_name,action,action_code,channel,urgency,expected_conversion_rate,action_cost_usd,expected_revenue_saved,campaign_roi,clv,clv_tier,customer_health_score,retention_risk_score
CUST-000780,Professional,267.66,33,0.5561206755814372,customer_health_score,A,The Ghost,Recommended Content Campaign,CONTENT_CAMPAIGN,in-app + email,low,0.09,0.25,160.76,642.04,210.48,Low,0.635808034164541,0.24203035900255077
CUST-000205,Professional,178.92,43,0.5559277045509918,days_since_last_login,A,The Ghost,Re-Engagement Push Notification,PUSH_REENGAGEMENT,push + sms,high,0.15,0.1,179.04,1789.4,140.81,Low,0.692697318329082,0.17876321800510164
CUST-000440,Starter,41.49,6,0.5557733334402476,login_frequency_change,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,22.14,43.28,32.67,Low,0.705564131952663,0.16998970832347113
CUST-000245,Starter,75.48,25,0.5554715503027144,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,40.25,79.5,59.51,Low,0.7238131229725983,0.14475758576621536
CUST-000861,Business,430.83,5,0.5554000610315423,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,229.71,458.42,339.78,Low,0.7495080897278918,0.11059029232652968
CUST-001113,Starter,43.66,6,0.5551679105418621,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,23.27,45.54,34.47,Low,0.7157437464000003,0.1544408376533329
CUST-000180,Starter,33.05,1,0.5550521052511209,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,17.61,34.22,26.1,Low,0.7455402538567496,0.12201836203856709
CUST-000112,Starter,73.12,7,0.5549599975138648,pricing_sensitivity_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,38.96,76.92,57.77,Low,0.7323113325423177,0.124559734282552
CUST-001292,Starter,33.92,7,0.5542457713610268,billing_page_visits,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,18.05,35.1,26.88,Low,0.7264958301692711,0.14153833713020797
CUST-001049,Business,679.34,10,0.5521189388807447,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,360.07,719.14,542.89,Medium,0.7508226601923461,0.11567947443585143
CUST-001661,Professional,267.21,1,0.5518223153720571,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,141.55,282.1,213.79,Low,0.6945608320833336,0.1681936681666664
CUST-000121,Business,419.13,1,0.5515519046957646,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,221.93,442.86,335.71,Low,0.6736721507713499,0.1949267524077134
CUST-001428,Enterprise,1914.24,20,0.5513181716790186,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,1013.14,2025.28,1534.68,High,0.6932471765764829,0.1714367214415538
CUST-001787,Professional,148.06,13,0.5506019834878445,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,78.26,155.52,119.04,Low,0.6971951584307281,0.17169914321645957
CUST-000192,Business,578.13,6,0.5476216148707277,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,303.93,606.86,470.42,Low,0.7001605263277846,0.16814070173999177
CUST-000206,Starter,71.62,3,0.5472774252101885,pricing_sensitivity_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,37.63,74.26,58.36,Low,0.6976312727580739,0.17117580602364457
CUST-000865,Professional,151.27,84,0.5471930665965509,velocity_30d_vs_90d,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,79.46,157.92,123.3,Low,0.7375437492089845,0.11828083428255198
CUST-000593,Starter,61.97,3,0.5468754847584845,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,32.53,64.06,50.58,Low,0.778497464056679,0.08080304313198519
CUST-000351,Professional,163.83,1,0.546205382639952,tenure_months,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,85.91,170.82,134.07,Low,0.7399270808333337,0.11542083633333283
CUST-000404,Business,688.69,5,0.5460879393366646,pricing_sensitivity_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,361.04,721.08,563.84,Medium,0.7382983333333334,0.139042
CUST-001685,Starter,68.32,1,0.5460702483662658,billing_page_visits,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,35.82,70.64,55.94,Low,0.7436229138541671,0.11431917004166621
CUST-001435,Starter,67.52,1,0.5452762911869002,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,35.34,69.68,55.46,Low,0.7172622471875002,0.15428530337499974
CUST-001360,Professional,291.88,16,0.5450499362073498,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,152.73,304.46,239.96,Low,0.7045718649266749,0.16451376208799012
CUST-000708,Business,937.52,1,0.5448320100512478,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,490.36,979.72,771.43,Medium,0.7137512027747004,0.14849855667035947
CUST-000726,Business,994.89,1,0.5439330322940639,support_ticket_sentiment,B,Frustrated Professional,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,519.51,1038.02,821.59,Medium,0.7499991666666667,0.12333433333333335
CUST-001611,Business,731.76,25,0.5436554849307016,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,381.91,762.82,604.97,Medium,0.7121438437573967,0.16042738749112403
CUST-001127,Starter,62.7,5,0.5430306985114668,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,32.69,64.38,51.97,Low,0.6983687461111117,0.1736241713333328
CUST-001939,Professional,149.84,7,0.5424145512270214,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,78.02,155.04,124.49,Low,0.7502629166666668,0.11635116666666666
CUST-000049,Professional,214.38,20,0.5422112774926771,login_frequency_change,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,111.59,222.18,178.26,Low,0.6840937469625005,0.18408750364499943
CUST-001597,Starter,75.73,10,0.5415602314409805,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,39.37,77.74,63.14,Low,0.7103231644166669,0.15594553603333305
CUST-000730,Starter,78.3,39,0.539817981271224,support_ticket_sentiment,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,40.58,80.16,65.73,Low,0.744304421279586,0.1118346944644968
CUST-001073,Starter,34.6,10,0.5396594970104149,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,17.93,34.86,29.07,Low,0.6920699613010206,0.19118271310544194
CUST-001066,Business,955.32,23,0.539499320742596,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,494.78,988.56,803.03,Medium,0.6954696824633374,0.17043638104399506
CUST-001566,Professional,200.63,39,0.5386663123451513,billing_page_visits,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,103.75,206.5,169.21,Low,0.7498314442832412,0.11853560019344385
CUST-000787,Professional,271.59,12,0.5381110073738072,days_since_last_login,A,The Ghost,Re-Engagement Push Notification,PUSH_REENGAGEMENT,push + sms,high,0.15,0.1,263.06,2629.6,229.56,Low,0.7053904258925053,0.16353148892899358
CUST-000600,Starter,43.74,12,0.5373398904384298,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,22.56,44.12,37.09,Low,0.7157562518419773,0.1560924977896272
CUST-001249,Enterprise,3541.98,6,0.5369058087763464,log_monthly_revenue,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,1825.64,3650.28,3008.35,High,0.784210045516148,0.07561461204728911
CUST-000396,Enterprise,2937.83,15,0.5357888183155602,days_since_last_login,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,1511.09,3021.18,2506.37,High,0.7109131314773783,0.15357090889381264
CUST-000147,Professional,240.51,14,0.5346666717302766,velocity_30d_vs_90d,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,123.45,245.9,206.11,Low,0.74723125,0.1183225
CUST-001567,Professional,111.59,12,0.5335400342769633,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,57.16,113.32,96.06,Low,0.6988082463839289,0.17309677100595192
CUST-000455,Starter,67.86,6,0.5332360241528857,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,34.74,68.48,58.49,Low,0.7730369166666666,0.09235570000000001
CUST-000814,Enterprise,1725.88,10,0.5331949261468416,support_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,883.42,1765.84,1487.73,Medium,0.7457174166666667,0.12347243333333333
CUST-000135,Enterprise,2006.03,11,0.5325765645759797,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,1025.63,2050.26,1733.5,High,0.759302852493623,0.10383657700765246
CUST-000239,Professional,225.21,6,0.5322781311513484,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,115.08,229.16,194.85,Low,0.7636038333333333,0.10200873333333335
CUST-000674,Professional,298.22,8,0.5313191102735668,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,152.11,303.22,259.0,Low,0.7258720218258505,0.13895357380897938
CUST-001187,Professional,151.21,16,0.5309282627159247,days_since_last_core_action,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,77.07,153.14,131.53,Low,0.6875753432431496,0.17824292144155382
CUST-000633,Professional,245.32,48,0.5307269296465574,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,124.99,248.98,213.56,Low,0.6785970148647243,0.19068358216233075
CUST-000360,Professional,211.65,4,0.5306629066024506,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,107.82,214.64,184.3,Low,0.7428233333333334,0.128612
CUST-000990,Business,665.39,14,0.5304258912592128,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,338.82,676.64,579.94,Medium,0.7746585833333334,0.08707636666666665
CUST-001824,Business,406.56,15,0.5292845061235597,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,206.58,412.16,355.97,Low,0.7247642585986398,0.14694955634829898
CUST-000700,Professional,144.15,29,0.5281551625468422,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,73.09,145.18,126.78,Low,0.6948250567835405,0.17620993185975148
CUST-001211,Professional,200.84,2,0.5272050841078824,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,101.65,202.3,177.31,Low,0.677149913426667,0.19575343722133287
CUST-000679,Enterprise,2235.62,38,0.5271275529495071,customer_health_score,C,Price-Sensitive Optimizer,Annual Plan Upgrade Incentive,ANNUAL_UPGRADE_INCENTIVE,email,low,0.16,5.0,2262.64,451.53,1974.3,High,0.5980062500000001,0.3007258333333333
CUST-001650,Business,458.12,1,0.5267083189666113,days_since_last_login,A,The Ghost,Re-Engagement Push Notification,PUSH_REENGAGEMENT,push + sms,high,0.15,0.1,434.33,4342.3,405.25,Low,0.6772472464000003,0.20063663765333292
CUST-001813,Starter,60.69,14,0.5266021978266717,pricing_sensitivity_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,30.68,60.36,53.71,Low,0.706726930321511,0.15692768361418674
CUST-001336,Professional,293.94,20,0.5261836745198345,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,148.48,295.96,260.56,Low,0.7090371096611179,0.15748880173999177
CUST-000329,Professional,260.14,11,0.5259318051066216,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,131.34,261.68,230.83,Low,0.7275803564540817,0.13190357225510196
CUST-000844,Enterprise,4241.61,1,0.5256076503472764,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,2140.25,4279.5,3768.56,High,0.6992906130627821,0.17085126432466152
CUST-001257,Starter,68.91,19,0.5256032223093225,support_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,34.77,68.54,61.23,Low,0.7797287459500004,0.07932550485999951
CUST-000541,Enterprise,3877.05,2,0.523781472323344,support_ticket_sentiment,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,1949.5,3898.0,3469.78,High,0.7076469511983475,0.15749032522864959
CUST-001935,Professional,147.59,7,0.5232296315111072,friction_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,74.13,147.26,132.38,Low,0.7363762459500004,0.13134850485999952
CUST-000130,Professional,164.34,4,0.5228055390066829,pricing_sensitivity_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,82.48,163.96,147.65,Low,0.7040846145857989,0.16009846249704135
CUST-001260,Professional,158.79,16,0.5225991037362475,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,79.66,158.32,142.78,Low,0.7385525833333334,0.13707023333333332
CUST-000619,Business,809.16,16,0.5219890150038559,days_since_last_core_action,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,405.48,809.96,729.34,Medium,0.7462265810833335,0.11286143603333307
CUST-001124,Business,847.92,34,0.5215912277681721,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,424.58,848.16,765.49,Medium,0.7153363610330581,0.15326303342699693
CUST-000050,Starter,31.05,25,0.521462424500992,friction_score,B,Frustrated Professional,Priority Support & CS Outreach,CS_PRIORITY_OUTREACH,phone + email,critical,0.28,25.0,54.4,1.18,28.05,Low,0.72332,0.14534933333333333
CUST-001235,Professional,116.29,1,0.5209578284466685,retention_risk_score,B,Frustrated Professional,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,58.16,115.32,105.25,Low,0.7112479138822918,0.16483583667458307
CUST-001885,Starter,64.78,36,0.5206716539529688,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,32.38,63.76,58.7,Low,0.77579374644043,0.08404750427148397
CUST-000583,Professional,286.55,39,0.52063923145212,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,143.22,285.44,259.67,Low,0.7477687468359377,0.11601083713020797
CUST-001740,Professional,222.24,4,0.5204691194154942,days_since_last_login,A,The Ghost,Re-Engagement Push Notification,PUSH_REENGAGEMENT,push + sms,high,0.15,0.1,208.2,2081.0,201.53,Low,0.7340375,0.13748833333333332
CUST-000388,Starter,75.79,4,0.5203809677682409,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,37.86,74.72,68.75,Low,0.7178752329857008,0.15021638708382581
CUST-000168,Starter,75.07,4,0.520295239779978,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,37.5,74.0,68.12,Low,0.7024786803215111,0.16202558361418673
CUST-001528,Starter,53.65,62,0.5198640332701152,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,26.78,52.56,48.77,Low,0.7131291666666667,0.164245
CUST-000070,Enterprise,1570.18,20,0.5185630724001625,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,781.67,1562.34,1434.71,Medium,0.7308097499999999,0.14969496666666668
CUST-000234,Professional,171.5,2,0.5177013121533974,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,85.23,169.46,157.24,Low,0.6774791657666667,0.19035833441333322
CUST-000328,Professional,116.52,1,0.5170132105492176,support_sentiment,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,57.83,114.66,107.12,Low,0.7315587479750002,0.13546283576333315
CUST-000927,Starter,47.01,5,0.5151302701082338,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,23.25,45.5,43.54,Low,0.7573712499999999,0.10948783333333334
CUST-001931,Professional,127.39,12,0.5151136374410907,support_ticket_sentiment,B,Frustrated Professional,Product Feedback Survey + Engineering Escalation,FEEDBACK_ESCALATION,in-app,medium,0.14,5.0,110.24,21.05,118.01,Low,0.7507536705234165,0.11576226203856706
CUST-000557,Starter,63.55,2,0.5149155007596165,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,31.41,61.82,58.91,Low,0.7540708297172622,0.10678167100595193
CUST-001461,Starter,50.49,12,0.5149052634663304,export_frequency,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,24.96,48.92,46.81,Low,0.698024413426667,0.17070403722133287
CUST-000495,Professional,210.03,21,0.5136333234012204,retention_risk_score,A,The Ghost,Re-Engagement Push Notification,PUSH_REENGAGEMENT,push + sms,high,0.15,0.1,194.18,1940.8,195.71,Low,0.693999165059524,0.17886766859523795
CUST-001373,Business,863.08,11,0.51316893328072,support_ticket_sentiment,B,Frustrated Professional,Product Feedback Survey + Engineering Escalation,FEEDBACK_ESCALATION,in-app,medium,0.14,5.0,744.08,147.82,805.7,Medium,0.741018817791837,0.1291107519831289
CUST-000605,Starter,55.18,1,0.5127242010557737,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,27.16,53.32,51.6,Low,0.7397869943750006,0.1255889400833325
CUST-000418,Starter,64.27,7,0.511584822422531,friction_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,31.56,62.12,60.38,Low,0.7485570833333334,0.12173149999999999
CUST-000415,Professional,224.48,2,0.511346120908803,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,110.2,219.4,211.08,Low,0.6938334038435375,0.1690665820544216
CUST-001358,Professional,172.29,25,0.5112351491322633,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,84.56,168.12,162.08,Low,0.7527595833333333,0.12002183333333334
CUST-001907,Enterprise,3014.1,56,0.5104099248484758,support_sentiment,B,Frustrated Professional,Priority Support & CS Outreach,CS_PRIORITY_OUTREACH,phone + email,critical,0.28,25.0,5169.11,205.76,2844.71,High,0.7641566666666666,0.10634533333333335
CUST-000580,Starter,53.0,46,0.5102282566194508,days_since_last_core_action,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,25.96,50.92,50.06,Low,0.6868244626326532,0.18414397817414951
CUST-001159,Business,571.53,2,0.5098496729881598,days_since_last_core_action,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,279.74,558.48,540.61,Medium,0.7294815770833343,0.1329554408333321
CUST-000175,Professional,232.94,10,0.5093473600324381,engagement_decay_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,113.9,226.8,220.78,Low,0.7345907478125002,0.13015776929166645
CUST-000717,Business,817.96,21,0.509023838293657,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,399.71,798.42,776.25,Medium,0.6891626894430273,0.17633810600170055
CUST-001876,Professional,264.04,74,0.5080250751640019,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,128.77,256.54,251.57,Low,0.6855768689807165,0.18730775722314025
CUST-001683,Professional,134.73,7,0.5079228102458476,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,65.7,130.4,128.42,Low,0.7307224027810653,0.12979978332938844
CUST-001246,Professional,176.08,13,0.505487114891698,error_rate,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,85.45,169.9,169.46,Low,0.7364119166666667,0.13630569999999997
CUST-001571,Professional,225.87,4,0.5054244750625102,days_since_last_core_action,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,109.59,218.18,217.44,Low,0.7536355919319732,0.11230395634829896
CUST-001552,Professional,234.85,13,0.5044566105684485,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,113.73,226.46,226.95,Low,0.70926112957483,0.15888664451020396
CUST-001959,Professional,112.85,6,0.5040602637183691,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,54.61,108.22,109.23,Low,0.7508045833333334,0.11903449999999997
CUST-001041,Professional,215.47,18,0.5038010467476259,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,104.21,207.42,208.77,Low,0.7642409166666667,0.1029109
CUST-001785,Professional,259.54,3,0.5026752024424638,support_ticket_sentiment,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,125.25,249.5,252.59,Low,0.7188674104166677,0.1456924408333321
CUST-000963,Starter,58.74,13,0.5024655713907485,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,28.33,55.66,57.21,Low,0.7457025833333334,0.13015689999999996
CUST-000219,Professional,152.87,23,0.5010431306884358,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,73.53,146.06,149.74,Low,0.7215088069409016,0.14252276500425137
CUST-001186,Enterprise,1592.04,13,0.5002257508530645,customer_health_score,C,Price-Sensitive Optimizer,Annual Plan Upgrade Incentive,ANNUAL_UPGRADE_INCENTIVE,email,low,0.16,5.0,1529.05,304.81,1564.54,High,0.6069217776997249,0.2833605334269969
