customer_id,subscription_type,monthly_revenue,tenure_months,country,industry,sessions_30d,sessions_90d,days_since_last_login,days_since_last_core_action,login_frequency_change,session_duration_change,ticket_count,support_sentiment,error_rate,failed_api_calls,rage_click_count,billing_page_visits,downgrade_page_visits,invoice_download_frequency,trial_expiry_days,tier_capacity_utilization,export_frequency,api_usage,api_limit_usage,seat_limit_usage,churned
CUST-001543,Professional,291.18,15,US,SaaS,11,33,17,20,-0.2103,-0.2,1,0.1188,0.1197,1,0,3,0,0,-1,0.3337,4,191,0.0191,0.2522,1
CUST-001544,Starter,73.65,1,US,Legal Tech,11,34,15,20,0.1461,-0.452,4,-0.1608,0.0159,2,0,2,0,0,-1,0.2795,2,170,0.017,0.4768,0
CUST-001545,Enterprise,4017.12,26,Brazil,HealthTech,7,23,24,25,-0.2705,-0.319,1,-0.4334,0.0798,0,0,1,0,0,-1,0.4263,1,794,0.0794,0.3017,0
CUST-001546,Professional,216.0,1,US,Other,19,47,8,11,-0.2305,0.2185,0,0.7786,0.2172,1,0,2,0,2,-1,0.7761,4,245,0.0245,0.1209,0
CUST-001547,Business,812.56,11,US,MarTech,9,32,8,16,-0.4118,-0.0357,1,0.3521,0.0254,2,0,1,0,0,-1,0.2096,2,546,0.0546,0.1479,0
CUST-001548,Professional,286.82,3,Germany,HR Tech,8,29,5,6,-0.1512,-0.1266,2,0.5023,0.0176,7,3,2,0,0,-1,0.5615,3,1042,0.1042,0.4702,0
CUST-001549,Starter,41.5,25,US,Other,12,32,0,0,0.3935,-0.0014,3,0.0665,0.1671,3,0,0,2,0,-1,0.1325,2,127,0.0127,0.2673,0
CUST-001550,Professional,206.02,43,Germany,SaaS,10,35,1,4,-0.2538,0.2918,2,0.0344,0.0308,2,1,0,1,0,-1,0.4344,3,312,0.0312,0.2898,0
CUST-001551,Enterprise,3913.63,14,Australia,MarTech,12,37,2,5,-0.2195,0.0011,1,0.2963,0.3013,3,1,2,0,4,-1,0.6325,4,333,0.0333,0.1742,0
CUST-001552,Professional,234.85,13,US,HR Tech,6,42,15,15,0.0582,0.1351,3,-0.6339,0.0215,2,1,0,0,2,-1,0.1591,2,419,0.0419,0.3993,0
CUST-001553,Business,550.37,25,France,MarTech,8,44,1,4,-0.1112,-0.2117,1,-0.3459,0.1453,1,0,2,0,2,-1,0.6906,2,1253,0.1253,0.2641,0
CUST-001554,Business,751.04,1,Germany,E-Commerce,5,43,17,19,0.6684,-0.1547,0,-0.2191,0.1183,5,2,1,1,1,-1,0.3364,2,1971,0.1971,0.3251,0
CUST-001555,Starter,68.8,44,US,SaaS,9,37,5,6,-0.0488,0.0885,0,-0.0818,0.0584,1,0,1,0,1,-1,0.4945,1,807,0.0807,0.5038,0
CUST-001556,Starter,52.75,3,France,PropTech,5,23,8,17,0.1006,0.4732,1,-0.2519,0.1254,2,3,1,0,2,-1,0.5651,2,15,0.0015,0.1785,0
CUST-001557,Professional,257.66,74,US,E-Commerce,15,37,0,3,0.2831,0.3574,1,0.2331,0.071,1,2,2,2,1,-1,0.4633,4,62,0.0062,0.5883,0
CUST-001558,Professional,170.98,23,Germany,HR Tech,12,42,2,9,0.2774,0.1457,1,0.1326,0.0852,5,2,2,1,0,-1,0.4985,6,62,0.0062,0.2593,0
CUST-001559,Business,962.26,26,US,HR Tech,12,35,22,28,0.07,0.0379,0,0.6571,0.0545,1,0,1,1,0,-1,0.389,3,379,0.0379,0.3916,1
CUST-001560,Enterprise,3368.75,19,UK,FinTech,5,29,2,10,-0.0483,0.3503,3,1.0,0.0943,0,1,0,0,0,-1,0.6026,0,22,0.0022,0.8411,0
CUST-001561,Starter,58.8,11,US,SaaS,13,36,2,9,0.6072,0.1987,3,-0.4051,0.0374,1,0,0,1,2,-1,0.0528,1,358,0.0358,0.3372,1
CUST-001562,Starter,30.57,15,Australia,Legal Tech,9,32,1,1,-0.0299,-0.5734,2,0.1589,0.0233,2,1,1,0,0,-1,0.2559,3,696,0.0696,0.6343,0
CUST-001563,Business,501.16,1,US,Legal Tech,10,33,0,1,-0.1325,-0.2635,3,0.1582,0.1045,1,0,3,0,0,-1,0.0887,3,179,0.0179,0.5666,0
CUST-001564,Starter,60.65,17,UK,HR Tech,4,26,1,2,-0.1938,0.0845,1,0.0943,0.002,1,0,3,1,0,-1,0.7887,2,316,0.0316,0.8979,0
CUST-001565,Business,650.92,17,UK,Legal Tech,9,34,7,14,-0.518,-0.4467,1,-0.3339,0.1712,0,0,0,1,0,-1,0.7112,2,50,0.005,0.3236,1
CUST-001566,Professional,200.63,39,Canada,HealthTech,11,38,4,7,0.2465,-0.2244,0,-0.2669,0.3172,2,3,4,0,0,-1,0.2956,5,35,0.0035,0.3857,0
CUST-001567,Professional,111.59,12,France,FinTech,7,28,5,13,-0.7044,-0.175,1,0.1962,0.1179,3,0,3,2,1,-1,0.4065,3,381,0.0381,0.2715,0
CUST-001568,Starter,70.71,1,India,HR Tech,10,25,0,1,-0.0017,-0.064,1,-0.2781,0.2824,2,1,2,0,0,-1,0.2617,4,6,0.0006,0.2545,0
CUST-001569,Professional,255.9,6,Canada,Legal Tech,14,36,11,14,-0.0615,-0.0719,0,0.1637,0.0493,1,2,1,1,1,-1,0.1359,3,607,0.0607,0.0764,1
CUST-001570,Professional,136.07,19,Brazil,SaaS,9,22,10,10,0.672,-0.0723,2,0.0016,0.0063,1,1,1,1,2,-1,0.203,4,76,0.0076,0.1467,0
CUST-001571,Professional,225.87,4,US,Other,10,35,0,2,-0.5495,0.2063,1,0.1567,0.122,4,1,2,0,1,-1,0.4474,2,1123,0.1123,0.648,1
CUST-001572,Starter,69.92,5,Germany,PropTech,13,31,3,8,-0.2703,-0.0663,1,-0.2813,0.0406,0,0,1,0,1,-1,0.4205,5,949,0.0949,0.8526,0
CUST-001573,Business,783.51,30,Brazil,E-Commerce,14,39,0,8,-0.0408,-0.0962,3,0.163,0.0799,2,1,2,0,0,-1,0.4383,4,128,0.0128,0.2377,0
CUST-001574,Business,585.24,15,Singapore,E-Commerce,3,23,10,10,-0.0593,-0.3373,1,-0.2524,0.0843,0,1,3,0,0,-1,0.2069,3,133,0.0133,0.0644,0
CUST-001575,Starter,61.81,12,Netherlands,HealthTech,6,28,9,13,-0.1649,0.2561,0,0.1643,0.1582,2,0,1,1,1,-1,0.4634,5,18,0.0018,0.0795,0
CUST-001576,Starter,39.52,6,UK,MarTech,5,35,16,17,-0.0243,-0.1679,3,0.6358,0.127,3,0,3,3,2,-1,0.3379,2,2054,0.2054,0.6389,0
CUST-001577,Starter,44.91,23,US,SaaS,2,38,1,7,-0.3779,-0.2718,2,0.2044,0.1628,3,0,3,0,0,-1,0.4848,5,28,0.0028,0.176,0
CUST-001578,Professional,147.01,6,Germany,MarTech,5,40,4,7,0.1072,0.0533,4,0.2287,0.0491,1,0,2,0,3,-1,0.5418,4,326,0.0326,0.2415,0
CUST-001579,Professional,210.39,24,Canada,FinTech,1,26,1,5,-0.6964,-0.1917,2,0.4269,0.0618,3,0,2,0,1,-1,0.3513,7,945,0.0945,0.0923,1
CUST-001580,Professional,120.65,1,Germany,PropTech,11,34,3,10,-0.0077,-0.1315,0,-0.4614,0.1469,3,1,1,1,2,-1,0.426,2,87,0.0087,0.062,0
CUST-001581,Starter,75.67,35,Germany,FinTech,4,21,5,6,-0.1801,0.0646,0,0.7876,0.0911,2,0,3,1,0,-1,0.7148,4,737,0.0737,0.2423,0
CUST-001582,Starter,45.68,12,Brazil,HR Tech,4,25,0,2,0.3049,-0.0816,0,-0.3222,0.0445,3,0,2,0,0,-1,0.05,3,92,0.0092,0.4488,0
CUST-001583,Professional,142.79,10,UK,SaaS,11,32,8,12,0.5266,0.5779,1,0.4519,0.1671,3,1,1,0,1,-1,0.0566,3,181,0.0181,0.3443,0
CUST-001584,Professional,198.31,16,Brazil,HR Tech,10,28,5,14,-0.0993,-0.0187,0,0.3988,0.255,3,1,3,0,1,-1,0.6716,4,147,0.0147,0.7467,0
CUST-001585,Enterprise,2469.49,17,UK,EdTech,14,34,12,15,0.4172,0.1545,1,-0.2609,0.0184,4,0,1,0,1,-1,0.3257,4,24,0.0024,0.7214,1
CUST-001586,Starter,55.75,2,US,Legal Tech,8,27,2,6,-0.0948,-0.4854,0,0.5036,0.0039,0,0,2,0,1,-1,0.4747,5,65,0.0065,0.3282,0
CUST-001587,Professional,168.7,25,UK,E-Commerce,5,22,16,18,-0.2898,-0.2152,0,0.2991,0.0724,1,0,2,2,0,-1,0.5497,3,562,0.0562,0.1614,1
CUST-001588,Professional,125.41,5,Canada,Other,4,23,46,54,0.5238,-0.2717,0,0.856,0.1087,5,2,3,0,1,-1,0.3931,1,45,0.0045,0.1997,1
CUST-001589,Professional,152.18,42,US,HR Tech,5,39,17,24,0.1562,-0.2386,1,0.1774,0.2224,4,3,0,0,1,-1,0.3129,3,1856,0.1856,0.4855,0
CUST-001590,Business,662.06,30,US,MarTech,5,38,10,15,0.0013,0.1039,1,0.0566,0.0007,2,0,1,0,1,-1,0.7912,4,151,0.0151,0.4702,0
CUST-001591,Professional,105.06,7,Singapore,EdTech,8,40,11,11,0.2062,0.2589,0,-0.1059,0.0365,2,0,2,0,1,-1,0.235,2,58,0.0058,0.4354,1
CUST-001592,Enterprise,4197.25,29,US,E-Commerce,9,23,5,8,0.0823,0.0862,1,-0.5973,0.045,0,0,2,0,0,-1,0.5123,3,232,0.0232,0.2592,0
CUST-001593,Starter,60.09,7,Germany,HR Tech,2,39,1,7,-0.0208,-0.0567,0,-0.0273,0.1152,1,0,0,0,2,-1,0.3887,4,161,0.0161,0.444,0
CUST-001594,Starter,59.07,1,France,EdTech,4,33,7,16,-0.3979,-0.1577,1,-0.0104,0.1185,5,1,0,0,0,-1,0.7722,4,40,0.004,0.3327,0
CUST-001595,Business,726.63,58,Germany,EdTech,5,41,8,12,-0.0812,0.2784,1,0.2048,0.0132,1,2,0,1,3,-1,0.3825,2,534,0.0534,0.7487,0
CUST-001596,Professional,217.06,19,India,SaaS,11,36,29,32,0.187,0.5178,3,-0.4692,0.054,2,0,2,0,1,-1,0.6185,6,751,0.0751,0.339,1
CUST-001597,Starter,75.73,10,US,FinTech,5,30,5,13,-0.0368,0.0338,1,0.0044,0.035,4,3,4,2,1,-1,0.5546,5,1,0.0001,0.0932,0
CUST-001598,Starter,29.43,9,Germany,EdTech,5,24,2,9,0.2707,0.2348,0,0.3305,0.2539,3,2,0,0,2,-1,0.531,4,424,0.0424,0.1296,0
CUST-001599,Starter,31.39,7,UK,HealthTech,3,30,8,10,0.1151,0.0858,0,0.3702,0.0125,2,2,1,3,0,-1,0.402,2,518,0.0518,0.2171,0
CUST-001600,Business,513.9,71,India,FinTech,3,18,27,32,-0.2634,0.1889,3,-0.6439,0.0041,0,0,3,0,1,-1,0.4482,3,2047,0.2047,0.8532,1
CUST-001601,Starter,37.37,2,US,E-Commerce,3,38,1,4,-0.3958,-0.2911,6,0.3826,0.0987,3,2,1,1,2,-1,0.2927,3,539,0.0539,0.103,0
CUST-001602,Starter,38.06,6,France,E-Commerce,6,26,2,8,-0.0472,-0.122,2,0.0014,0.0296,3,3,1,0,0,-1,0.4433,5,177,0.0177,0.2665,0
CUST-001603,Starter,62.6,11,US,E-Commerce,4,43,5,5,-0.1573,0.0989,1,0.026,0.1323,3,1,0,0,2,-1,0.2604,3,553,0.0553,0.4742,0
CUST-001604,Starter,51.97,11,US,E-Commerce,9,28,1,1,0.1009,0.3031,1,-0.8458,0.1364,4,0,0,0,1,-1,0.4508,0,162,0.0162,0.1988,1
CUST-001605,Starter,78.59,11,US,HealthTech,5,19,0,5,-0.2154,-0.2045,1,0.6974,0.0893,6,0,2,0,1,-1,0.1515,1,75,0.0075,0.4367,0
CUST-001606,Professional,144.38,3,US,HR Tech,10,33,2,11,-0.1846,-0.5083,1,0.1707,0.2372,1,0,0,0,2,-1,0.4615,4,676,0.0676,0.3386,0
CUST-001607,Starter,44.54,2,Australia,PropTech,5,26,14,20,0.3159,-0.1246,3,-0.5126,0.0886,3,0,1,1,2,-1,0.5642,2,330,0.033,0.6339,1
CUST-001608,Business,989.54,5,US,EdTech,5,28,0,8,0.0445,0.2525,1,0.2501,0.0833,2,0,0,0,0,-1,0.1462,5,1516,0.1516,0.2889,0
CUST-001609,Starter,70.59,44,Netherlands,E-Commerce,3,33,3,9,-0.2108,-0.396,0,0.2378,0.203,3,1,3,1,0,-1,0.3415,4,32,0.0032,0.5516,0
CUST-001610,Professional,192.96,2,Singapore,FinTech,6,25,10,18,0.0053,-0.2942,2,0.589,0.048,4,1,1,0,2,-1,0.2799,6,326,0.0326,0.7632,0
CUST-001611,Business,731.76,25,France,FinTech,9,39,21,30,0.4137,0.039,5,-0.0239,0.0446,3,0,1,0,0,-1,0.5304,2,144,0.0144,0.302,0
CUST-001612,Professional,267.64,25,US,EdTech,6,27,29,37,0.0881,-0.029,3,0.1048,0.013,0,0,3,2,1,-1,0.5709,2,351,0.0351,0.415,1
CUST-001613,Professional,195.2,29,UK,HR Tech,12,36,3,10,0.1779,0.1486,1,-0.1571,0.2718,1,0,2,0,0,-1,0.4653,5,21,0.0021,0.3739,0
CUST-001614,Starter,39.3,39,Australia,Other,12,34,21,27,-0.2257,-0.3072,0,0.3392,0.2697,2,0,0,0,0,-1,0.1204,4,20,0.002,0.7626,0
CUST-001615,Starter,70.42,5,UK,Other,13,39,0,2,0.3079,-0.0812,2,-0.2134,0.1033,0,0,3,0,1,-1,0.7315,5,384,0.0384,0.3539,1
CUST-001616,Professional,206.55,4,US,PropTech,4,35,9,11,0.6954,0.2988,0,-0.2572,0.0738,2,1,2,1,0,-1,0.4901,2,217,0.0217,0.1916,0
CUST-001617,Enterprise,2035.65,11,Germany,HR Tech,7,26,7,11,-0.2374,-0.2982,1,0.0729,0.0175,1,0,0,1,0,-1,0.4169,1,11,0.0011,0.1691,0
CUST-001618,Professional,200.12,5,Brazil,EdTech,3,39,2,8,-0.3546,0.3692,0,-0.3903,0.1465,5,0,1,0,3,-1,0.1079,5,469,0.0469,0.1177,0
CUST-001619,Professional,181.64,23,Australia,Other,11,37,4,13,0.0527,-0.2669,2,0.7409,0.0615,3,1,1,0,1,-1,0.1166,6,293,0.0293,0.3905,0
CUST-001620,Business,925.11,18,US,Other,8,39,0,6,0.2627,0.2123,2,0.8709,0.0348,4,0,1,0,1,-1,0.1632,2,1885,0.1885,0.2612,0
CUST-001621,Professional,124.21,37,India,Other,4,36,14,14,-0.0274,-0.0932,1,-0.0814,0.208,4,0,3,1,0,-1,0.4106,3,893,0.0893,0.2724,1
CUST-001622,Starter,72.76,1,US,MarTech,12,32,3,10,-0.316,-0.2862,4,-0.4546,0.0413,0,1,2,1,0,-1,0.4699,2,654,0.0654,0.05,0
CUST-001623,Professional,201.44,44,US,HealthTech,10,35,6,6,-0.0326,-0.1242,4,0.2346,0.019,6,0,0,0,2,-1,0.3528,2,326,0.0326,0.05,0
CUST-001624,Enterprise,2915.28,6,Brazil,EdTech,4,21,1,4,0.1794,0.1362,3,-0.0928,0.1847,0,1,1,0,1,-1,0.133,1,331,0.0331,0.4005,0
CUST-001625,Starter,37.1,12,US,Legal Tech,3,48,1,2,-0.1221,-0.0017,2,0.5699,0.1157,3,0,0,1,1,-1,0.5354,8,1407,0.1407,0.2568,0
CUST-001626,Professional,239.16,10,US,SaaS,7,28,33,37,0.1822,0.2796,2,-0.2149,0.0453,1,0,3,1,0,-1,0.2686,4,657,0.0657,0.4546,1
CUST-001627,Starter,75.34,25,US,SaaS,13,34,9,14,0.3494,0.3589,2,0.3178,0.0479,2,2,0,1,0,-1,0.5555,0,47,0.0047,0.3441,0
CUST-001628,Professional,174.08,9,Brazil,HR Tech,7,25,22,25,0.0721,-0.2958,0,0.1456,0.0851,2,0,0,0,1,-1,0.333,3,286,0.0286,0.1866,1
CUST-001629,Starter,41.08,51,Australia,EdTech,11,27,2,5,-0.0084,-0.3141,0,-0.1705,0.1799,0,1,1,1,2,-1,0.3071,6,270,0.027,0.4005,0
CUST-001630,Professional,209.97,41,France,EdTech,2,21,1,7,0.2488,-0.3262,0,0.196,0.214,1,0,0,0,1,-1,0.5399,4,59,0.0059,0.2122,0
CUST-001631,Business,876.71,37,Canada,SaaS,11,43,4,7,-0.2568,-0.2248,1,0.4514,0.0086,2,0,2,0,1,-1,0.2028,5,933,0.0933,0.251,0
CUST-001632,Starter,29.19,1,US,PropTech,12,34,4,5,-0.2864,0.2761,3,0.1347,0.1071,4,0,1,1,1,-1,0.1443,3,165,0.0165,0.7531,0
CUST-001633,Professional,225.28,34,UK,SaaS,10,42,1,4,-0.08,0.1401,1,0.1389,0.2276,0,1,3,0,3,-1,0.5039,2,233,0.0233,0.3874,0
CUST-001634,Business,756.91,27,UK,EdTech,2,29,9,15,-0.1476,-0.1363,3,-0.2491,0.1754,1,1,0,0,1,-1,0.2196,6,1948,0.1948,0.381,0
CUST-001635,Enterprise,2613.53,1,US,Other,6,23,3,3,-0.241,-0.0028,3,0.5577,0.0176,1,1,0,0,1,-1,0.4842,5,572,0.0572,0.7866,0
CUST-001636,Starter,51.57,2,Germany,PropTech,12,43,1,4,0.5491,0.3511,1,0.5178,0.4228,1,1,0,1,1,-1,0.5334,3,819,0.0819,0.0797,0
CUST-001637,Starter,41.35,1,Netherlands,E-Commerce,10,32,2,7,0.6516,0.477,1,-0.0642,0.105,4,1,3,0,0,-1,0.0546,2,55,0.0055,0.4041,0
CUST-001638,Starter,68.49,1,US,Legal Tech,12,37,5,12,-0.1061,0.0648,15,0.0503,0.1306,4,0,11,0,1,-1,0.62,5,388,0.0388,0.9284,0
CUST-001639,Enterprise,3720.87,14,US,MarTech,10,30,9,16,0.0275,-0.6648,0,0.6657,0.3714,4,1,1,1,0,-1,0.8074,4,628,0.0628,0.4495,0
CUST-001640,Enterprise,3364.49,65,US,HealthTech,14,47,4,12,-0.0564,0.0743,28,-0.3534,0.2032,3,1,16,1,0,-1,0.1345,0,838,0.0838,0.1644,1
CUST-001641,Professional,177.51,10,US,E-Commerce,5,35,5,9,0.3322,0.2337,1,0.3417,0.1604,3,1,0,0,0,-1,0.4837,2,1080,0.108,0.6246,0
CUST-001642,Business,573.83,14,Netherlands,FinTech,6,31,1,2,0.3917,0.0562,2,-0.1234,0.1197,3,0,3,0,0,-1,0.1421,7,47,0.0047,0.4904,0
CUST-001643,Professional,263.55,61,UK,SaaS,11,33,17,19,-0.5332,0.1816,3,0.8112,0.1428,2,0,1,0,0,-1,0.6841,2,672,0.0672,0.3297,0
CUST-001644,Professional,189.28,5,UK,Legal Tech,14,34,18,19,0.1428,0.0893,2,0.1254,0.0225,2,0,1,1,2,-1,0.6051,2,51,0.0051,0.3018,0
CUST-001645,Starter,54.07,35,Canada,SaaS,2,28,8,16,-0.392,-0.3087,1,0.6042,0.1628,2,0,3,1,1,-1,0.3966,7,258,0.0258,0.2725,0
CUST-001646,Business,711.5,14,US,SaaS,7,29,0,5,0.5275,-0.2216,2,-0.2045,0.0337,0,0,1,1,0,-1,0.4438,3,295,0.0295,0.3028,0
CUST-001647,Starter,51.42,15,Germany,E-Commerce,5,31,5,5,0.1321,-0.0803,1,-0.3994,0.039,1,2,1,1,1,-1,0.2222,4,168,0.0168,0.4777,0
CUST-001648,Business,552.65,7,UK,Other,6,41,6,8,-0.247,0.2664,1,0.0063,0.093,3,1,1,0,0,-1,0.5549,5,995,0.0995,0.2259,1
CUST-001649,Business,471.2,14,France,Other,10,41,36,42,-0.0724,-0.1915,2,0.2051,0.1047,1,1,1,0,0,-1,0.3419,1,441,0.0441,0.0749,0
CUST-001650,Business,458.12,1,Singapore,MarTech,8,30,38,44,-0.0867,0.114,1,-0.1043,0.0459,1,0,3,0,1,-1,0.3771,6,75,0.0075,0.1784,0
CUST-001651,Starter,66.87,26,Canada,PropTech,2,40,13,17,0.1575,0.0759,3,0.4033,0.004,0,1,2,0,0,-1,0.5456,2,233,0.0233,0.0638,0
CUST-001652,Starter,40.18,6,UK,SaaS,12,36,0,2,0.3126,0.3965,1,0.016,0.1289,3,3,1,0,1,-1,0.05,6,41,0.0041,0.2829,1
CUST-001653,Starter,31.78,39,Australia,HR Tech,16,45,21,27,-0.3445,-0.0104,0,-0.7326,0.3134,1,0,0,0,0,-1,0.2856,3,341,0.0341,0.3526,0
CUST-001654,Starter,68.88,8,US,Other,10,26,6,10,0.5516,-0.4387,0,0.3211,0.3065,0,1,1,0,0,-1,0.723,2,219,0.0219,0.2619,0
CUST-001655,Starter,36.7,2,US,EdTech,3,27,11,16,0.4817,0.1617,1,-0.253,0.1441,2,1,1,0,1,-1,0.5703,8,194,0.0194,0.3794,0
CUST-001656,Enterprise,3688.01,21,US,Legal Tech,7,28,3,5,-0.2626,0.5345,2,-0.0446,0.2347,1,1,2,0,1,-1,0.647,2,926,0.0926,0.1311,0
CUST-001657,Professional,166.73,3,US,HR Tech,3,17,2,7,0.0218,0.1781,2,0.7213,0.2139,2,2,0,1,1,-1,0.1702,2,947,0.0947,0.0831,0
CUST-001658,Starter,35.32,25,Germany,E-Commerce,6,36,4,10,0.5132,-0.1969,2,0.8091,0.1379,1,0,1,0,0,-1,0.3313,5,568,0.0568,0.4876,1
CUST-001659,Starter,49.72,62,France,E-Commerce,8,32,1,8,0.3699,-0.2705,0,-0.1302,0.2661,2,1,2,0,1,-1,0.1794,1,1258,0.1258,0.4586,0
CUST-001660,Professional,101.96,27,Netherlands,MarTech,9,28,3,4,-0.101,-0.2382,5,0.3311,0.0412,2,3,0,1,3,-1,0.3768,2,531,0.0531,0.3177,1
CUST-001661,Professional,267.21,1,Germany,MarTech,1,18,13,14,0.2443,0.5008,2,-0.1209,0.122,6,1,1,0,2,-1,0.3279,1,482,0.0482,0.197,1
CUST-001662,Professional,201.7,16,Germany,PropTech,12,30,0,5,0.8992,-0.0818,0,-0.0147,0.5415,4,1,0,1,0,-1,0.7585,2,49,0.0049,0.7845,0
CUST-001663,Enterprise,1987.06,21,US,EdTech,11,32,1,8,0.0315,-0.1657,2,-0.1423,0.1279,2,0,0,0,1,-1,0.3716,5,5,0.0005,0.05,0
CUST-001664,Professional,146.4,31,US,Legal Tech,8,25,0,4,-0.1898,-0.0396,2,-0.5897,0.1049,3,1,1,0,0,-1,0.3139,5,117,0.0117,0.4764,0
CUST-001665,Enterprise,3067.91,1,Germany,EdTech,11,33,3,3,0.0517,-0.0792,1,0.138,0.0705,0,1,1,0,2,-1,0.3701,2,772,0.0772,0.5134,0
CUST-001666,Business,512.32,11,UK,FinTech,6,31,40,40,0.074,0.3919,1,0.2153,0.2978,0,2,3,0,1,-1,0.5434,1,1323,0.1323,0.7347,1
CUST-001667,Starter,42.43,13,Brazil,MarTech,9,27,1,10,-0.1574,-0.2536,1,-0.1684,0.0615,0,0,0,0,0,-1,0.2641,1,130,0.013,0.6143,0
CUST-001668,Enterprise,3370.35,3,US,PropTech,4,22,1,9,0.1325,0.2952,1,0.5351,0.1581,1,3,3,1,0,-1,0.168,3,92,0.0092,0.3011,1
CUST-001669,Starter,70.63,7,US,HealthTech,11,30,17,20,-0.3763,0.0305,1,-0.0744,0.0066,3,0,2,0,3,-1,0.4261,2,902,0.0902,0.8355,0
CUST-001670,Business,640.1,10,UK,SaaS,5,45,14,23,-0.1997,0.3018,4,-0.1549,0.0323,4,0,1,0,0,-1,0.3724,4,238,0.0238,0.1232,0
CUST-001671,Starter,64.85,32,US,SaaS,6,38,0,0,0.2275,0.3957,2,0.3106,0.5687,1,1,1,0,3,-1,0.3492,2,1905,0.1905,0.5785,0
CUST-001672,Business,925.01,47,US,HealthTech,7,27,9,16,-0.5265,0.0212,1,-0.5171,0.202,2,1,0,0,2,-1,0.7119,4,1619,0.1619,0.5932,0
CUST-001673,Business,528.78,17,Canada,Other,7,39,7,8,0.271,-0.0788,1,0.4627,0.0787,2,0,2,1,2,-1,0.559,1,203,0.0203,0.3952,0
CUST-001674,Business,883.32,9,US,EdTech,9,44,10,11,-0.6036,0.0165,1,-0.0609,0.0322,3,0,0,0,0,-1,0.6052,4,410,0.041,0.5004,1
CUST-001675,Business,853.44,5,France,HealthTech,5,23,4,4,-0.5194,-0.0237,2,0.4957,0.1586,1,0,2,1,0,-1,0.2582,5,569,0.0569,0.2897,0
CUST-001676,Starter,46.85,72,US,PropTech,12,32,33,33,-0.1497,-0.4142,0,0.6153,0.2387,1,0,3,0,1,-1,0.4296,7,510,0.051,0.2583,1
CUST-001677,Starter,78.48,73,US,Legal Tech,7,28,0,8,0.0861,0.3881,2,0.3561,0.0123,1,1,0,0,3,-1,0.5382,3,1853,0.1853,0.4866,0
CUST-001678,Professional,151.51,46,UK,HealthTech,8,43,1,1,0.3976,0.0614,3,-0.2248,0.0574,2,1,0,0,0,-1,0.5371,0,222,0.0222,0.4763,0
CUST-001679,Starter,41.74,27,Australia,PropTech,4,26,3,8,0.0173,-0.2908,1,-0.4003,0.0425,2,1,0,0,0,-1,0.1507,4,647,0.0647,0.1171,1
CUST-001680,Professional,253.45,7,UK,MarTech,5,27,4,10,-0.074,-0.5169,1,-0.4736,0.2074,1,0,1,0,1,-1,0.2157,5,434,0.0434,0.2374,0
CUST-001681,Starter,50.73,30,Canada,HR Tech,8,32,17,20,0.1739,-0.5819,2,0.5412,0.0252,2,1,0,0,0,-1,0.3486,4,367,0.0367,0.288,0
CUST-001682,Enterprise,2657.78,9,US,E-Commerce,6,18,5,9,-0.2613,0.1926,3,0.0461,0.0657,3,1,2,1,0,-1,0.3677,4,80,0.008,0.8996,0
CUST-001683,Professional,134.73,7,Canada,E-Commerce,4,39,0,3,0.0418,-0.1547,2,-0.1397,0.0321,1,1,3,1,1,-1,0.8473,3,700,0.07,0.3341,1
CUST-001684,Business,858.2,24,US,FinTech,2,20,3,6,-0.3598,-0.1137,1,0.0472,0.0562,1,0,0,1,0,-1,0.6446,5,253,0.0253,0.0615,0
CUST-001685,Starter,68.32,1,India,EdTech,4,24,3,12,0.0248,0.122,1,0.5322,0.0827,1,0,3,0,0,-1,0.1612,4,69,0.0069,0.5903,1
CUST-001686,Business,738.94,1,Germany,Legal Tech,5,26,23,23,-0.039,-0.129,0,0.4115,0.1651,3,0,1,0,1,-1,0.4427,2,5,0.0005,0.6555,1
CUST-001687,Enterprise,4850.6,10,Netherlands,HR Tech,6,33,6,11,-0.2413,0.1366,0,0.2754,0.3286,5,0,3,1,0,-1,0.2796,0,80,0.008,0.0501,0
CUST-001688,Professional,162.63,10,UK,HR Tech,11,32,7,16,0.0495,0.0238,1,0.3552,0.0262,1,0,0,0,0,-1,0.1982,4,586,0.0586,0.4213,0
CUST-001689,Professional,142.92,40,US,MarTech,8,48,8,17,0.0476,-0.021,0,0.1721,0.0685,4,1,4,0,0,-1,0.3906,1,690,0.069,0.1865,1
CUST-001690,Business,805.48,2,US,HealthTech,7,31,10,16,0.3526,-0.3932,4,0.2208,0.2617,3,2,2,0,0,-1,0.8504,1,23,0.0023,0.8301,0
CUST-001691,Starter,66.92,2,Australia,EdTech,10,36,7,13,-0.4817,-0.2049,2,0.1884,0.1572,1,0,2,0,2,-1,0.3366,2,84,0.0084,0.7309,0
CUST-001692,Professional,143.98,2,Germany,SaaS,4,30,1,8,-0.0228,0.1506,1,0.1,0.2132,2,0,1,0,2,-1,0.3582,3,3573,0.3573,0.2822,0
CUST-001693,Starter,32.83,1,Canada,HR Tech,11,35,14,20,-0.2281,-0.1705,2,0.4013,0.4194,5,0,3,0,0,-1,0.8123,2,267,0.0267,0.1547,0
CUST-001694,Starter,69.53,1,US,PropTech,5,22,9,14,0.2609,0.3013,0,0.2445,0.1365,0,2,1,1,1,-1,0.6482,5,1126,0.1126,0.444,0
